"Date_CET";"T2.1";"T3.2";"T7.2";"T6.2";"T6.1";"T4.1"
2019-01-24;NA;NA;11.4461733333333;11.4708322222222;11.5219122222222;11.10156
2019-01-25;NA;NA;11.437904;11.4648944444444;11.5082166666667;NA
2019-01-26;NA;NA;11.435075625;11.4497505263158;11.4908163157895;11.07385
2019-01-27;11.3922933333333;11.28642;11.422144375;11.433421875;11.470421875;11.06592
2019-01-28;NA;NA;11.414703125;11.422042;11.4547906666667;NA
2019-01-29;NA;NA;11.405281875;11.4031870588235;11.4361388235294;NA
2019-01-30;11.33539;11.2797866666667;11.3982517647059;11.3804935714286;11.41651;11.0342
2019-01-31;11.34064;11.28247;11.3905505882353;11.36639;11.3941375;11.02234
2019-02-01;11.31551;11.28111;11.379975;11.36433;11.3723458333333;10.9971933333333
2019-02-02;11.33352;11.289576;11.3733184615385;11.3329857142857;11.3469107142857;10.99553
2019-02-03;11.33673;11.26654;11.3650513333333;11.3179330769231;11.3353069230769;10.9760133333333
2019-02-04;11.297766;11.282434;11.3564769230769;11.2924981818182;11.31253;10.9647516666667
2019-02-05;11.289026;11.276882;11.3459553333333;11.274334375;11.295280625;10.95351
2019-02-06;11.2704955555556;11.2877488888889;11.333629047619;11.2541015789474;11.2721778947368;10.93896
2019-02-07;11.269165;11.2665275;11.320157;11.2346486666667;11.2582766666667;10.929075
2019-02-08;11.263196;11.280445;11.3129341176471;11.22883;11.2397066666667;10.921166
2019-02-09;11.24536;11.27646;11.2948366666667;11.222610625;11.218864375;NA
2019-02-10;11.21747;11.26257;11.2925166666667;11.2055925;11.2029516666667;10.88342
